deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
esdc,pmva,esdc-pmva,Employment and Social Development Canada,Prime Minister's Volunteer Awards,"Prime Minister's Volunteer Awards (PMVA) was completed in 2012 to meet Immediate requirements for !he nomination and assessment processes for the Awards program. Improving the PMVA On-line Nomination and Assessment Application involves adding new luncllonali!y to enhance accessibility and outputting of live data for external stakeholders and add reporting and filtering functionalily to the on-line system to Increase user satisfaction and ongoing involvement, reduce human error and provide","$2,511,480","August 22, 2019","August 22, 2019",0.3,175,8555-421-2460,"May 1, 2019",0,0
esdc,entry-exit,esdc-entry-exit,Employment and Social Development Canada,Entry/Exit Biographic Data,"Entry/Exit The project will build the IT capacity to receive biographic entry and exit data from the Canada Border Services Agency (CBSA) as well as the required data matches to ensure only information of ESDC clients Is retained, The data will then be used to","$2,207,912","October 18, 2019","October 18, 2019",0.5,176,8555-421-2460,"May 1, 2019",0,0
esdc,sas-va,esdc-sas-va,Employment and Social Development Canada,SAS Visual Analytics,"Procurement of SAS® Visual Analytics (VA)' Procure and implement the SAS® Visual Analytics software system to enhance data exploration capabilities and ability to use analytics to carry out reporting and support Integrity enforcement activities, SAS will facilitate easy access, extraction and pre-programmed data manipulation thereby further","$2,210,008","September 30, 2019","September 30, 2019",0.4,177,8555-421-2460,"May 1, 2019",0,0
esdc,icm-1,esdc-icm-1,Employment and Social Development Canada,Integrity Case Management Modernization Phase 1,"Modernization of Integrity Case Management (Phase 1) - Transition Integrity Service Branch's (ISB) existing case management (National Integrity Information System (NIIS) and Major Investigations and Case Information System (MISCIS)) to the new enterprise-wide and government-approved solution MS Dynamics,","$3,543,486","July 30, 2019","July 30, 2019",0.2,178,8555-421-2460,"May 1, 2019",0,0
eccc,edrms,eccc-edrms,Environment and Climate Change Canada,GCdocs,3543 - EDRMS - GCOocs and Ecollab: An Electronic Document and Records Management Solution (EDRMS) will be deployed to all ECCC employees to better manage information throughout its lifecycle.,"10,718,542","March 31, 2022","March 31, 2022",2.9,179,8555-421-2460,"May 1, 2019",1,0
eccc,gcems,eccc-gcems,Environment and Climate Change Canada,Grants and Contributributions Enterprise Management System,"3504 - Grants and Contributions Enterprise Management System (GCEMS): Implement an Enterprise Grant & Contributions (G&Cs) solution across all ECCC programs, to 1) improve the applicant experience when applying for funding, and for reporting on status and expenses, and 2) improve the efficiency of processing, communications, monitoring, and reporting of all G&Cs applications. Note: Notional budget and completion date.",,"March 16, 2020","March 16, 2020",0.9,180,8555-421-2460,"May 1, 2019",0,0
eccc,cnmts,eccc-cnmts,Environment and Climate Change Canada,Canadian Notice Movement Tracking System,"472 - Canadian Notice Movement Tracking System - CNMTS: CNMTS will support the administration of the three regulations: the Export and Import of Hazardous Waste and Hazardous Recyclable Material Regulations, the lnterprovincial Movement of Hazardous Waste Regulations, and the PCB Waste Export Regulations, and all of them are to be merged into a single proposed regulation (the Cross-Border). The administration of the regulations is done in three streams: notices & permitting, compliance monitoring of shipments and reporting. Some components of the system will be available to external users (e.g. industry and governmental partners) and some other components are internal to ECCC for the management of the program activities.","$12,900,000","March 31, 2021","March 31, 2021",1.9,181,8555-421-2460,"May 1, 2019",1,0
eccc,veerr,eccc-veerr,Environment and Climate Change Canada,Vehicle and Engine Emissions Reporting Registry,"467 - Vehicle and Engine Emissions Reporting Registry (VEERR): A single reporting system will be created to implement amendments to vehicle regulations under On-Road Vehicle & Engine Emission Regulations (ORVEER), Passenger Automobile & Light Truck Greenhouse Gas Emission Regulations (PALTGGER) & Heavy-duty Vehicle & Engine Greenhouse Gas Emission Regulations (HOV GHG).","$1,260,000","July 31, 2019","July 31, 2019",0.2,182,8555-421-2460,"May 1, 2019",0,0
eccc,mdmer,eccc-mdmer,Environment and Climate Change Canada,Metal Diamond Mioning Effluent Regulations,"262 - Metal Diamond Mining Effluent Regulations (MDMER): Updates to ECCC's mining reporting system to allow regulatees to submit additional information required under the MDMER related to demonstrating compliance with effluent limits, acute lethality and effluent and water quality monitoring to ECCC in a form as prescribed by the regulations.","$2,680,200","January 1, 2021","January 1, 2021",1.7,183,8555-421-2460,"May 1, 2019",0,0
eccc,msapr,eccc-msapr,Environment and Climate Change Canada,Multi-Sector Air Pollutants Regulations for Stationary Spark-Ignition Engines Project,1372-2 Multi-Sector Air Pollutants Regulations - Engines: The Multi-Sector Air Pollutants Regulations (MSAPR) for Stationary Spark-Ignition Engines Project is to allow regulatees to electronically submit information based on (ECCC)'s new MSAPR. Delivery of this project will facilitate the collection and reporting of required data from Industry.,"$1,820,000","July 31, 2019","July 31, 2019",0.2,184,8555-421-2460,"May 1, 2019",0,0
eccc,obps-cfs,eccc-obps-cfs,Environment and Climate Change Canada,Output-Based Pricing System Credits and Tracking Solution,"2019-EPB-003 - Credits and Tracking Solution (OBPS and CFS): The Output-Based Pricing System (OBPS) and Clean Fuel Standard (CFS) project will support ECCC administration of, and regulatee compliance with, the legal requirements of the OBPS and CFS in a manner that reduces administrative burden on ECCC and the regulatee. Note: Notional budget and completion date.",,"September 30, 2020","September 30, 2020",1.4,185,8555-421-2460,"May 1, 2019",0,0
eccc,next-gen-forecast,eccc-next-gen-forecast,Environment and Climate Change Canada,Next Generation Forecast System,"3589 - Next Generation Forecast System including Warning Production Renewal project and MetObjects functionality: This is a multi-year project to modernize the forecast system and how the meteorologists use the tools to assess, analyze and issue forecasts and warnings. Note: Notional budget and completion date.","$10,000,000","October 31, 2020","October 31, 2020",1.5,186,8555-421-2460,"May 1, 2019",0,0
eccc,lcef,eccc-lcef,Environment and Climate Change Canada,Low Carbon Economy Fund,"3593 - Low Carbon Economy Fund: Web solution to help streamline and automate the capture and analysis of the submissions, project assessment, oversight and reporting of the Low Carbon Economy Fund (LCEF) grants and contributions. Note: Notional budget and completion date.",,"December 31, 2019","December 31, 2019",0.7,187,8555-421-2460,"May 1, 2019",0,0
eccc,climate-archive,eccc-climate-archive,Environment and Climate Change Canada,Climate Archive Renewal,"1227 - Climate ARCHIVE Renewal: modernization of the Canadian Climate Archives and other repositories is necessary to ensure consistent, timely access to ECCC's authoritative climate data records, and to support the development of new data and products. The modernization will lead to enhanced Data Management System Application Processing Interfaces to improve climate data access. Notional budget and completion date.","$7,500,000","March 31, 2023","March 31, 2023",3.9,188,8555-421-2460,"May 1, 2019",0,0
ceaa,iarp,ceaa-iarp,Canadian Environmental Assessment Agency,Impact Assessment Registry Project,"Impact Assessment Registry Project- The Agency is updating its assessment registry into a modern, user-focused public registry that will provide information related to impact assessments, the process and decisions.","$6,800,000","March 31, 2021",Mar-21,1.9,189,8555-421-2460,"May 1, 2019",0,0
pc,maximo,pc-maximo,Parks Canada,Maximo Enterprise Asset Management System,Maximo Implementation (national asset management system),"$6,711,456","March 31, 2020","March 31, 2020",0.9,190,8555-421-2460,"May 1, 2019",0,0
pc,iippm,pc-iippm,Parks Canada,Infrastructure Investment Program & Project Management,"Infrastructure Investment Program & Project Management (suite of tools to support project management and project oversight, and investment planning}Infrastructure Investment Program & Project Management (suite of tools to support project management and project oversight, and investment planning}","$1,200,000","March 31, 2021","March 31, 2021",1.9,191,8555-421-2460,"May 1, 2019",0,0
pc,nirs,pc-nirs,Parks Canada,National Integrated Realty System,Final deployment of the National Integrated Realty System (NIRS) (web-based land management system),"$2,237,100","March 31, 2020","March 31, 2020",0.9,192,8555-421-2460,"May 1, 2019",0,0
pc,crmis,pc-crmis,Parks Canada,Cultural Resource Management Information System,Cultural Resource Management Information System {CRMIS) - Phase 2 Data Migration (syster:i of record for the management of Parks Canada's cultural resources),"$2,146,500","March 31, 2021","March 31, 2021",1.9,193,8555-421-2460,"May 1, 2019",0,0
pc,reservations,pc-reservations,Parks Canada,Campground and Visitor Experience Reservation System Renewal,Parks Canada Campground and Visitor Experience Reservation System Renewal (initiative to modernize the public-facing system used for booking campsites and other Parks Canada services),"$1,500,000","March 31, 2020","March 31, 2020",0.9,194,8555-421-2460,"May 1, 2019",0,0
osfi,vu,osfi-vu,Office of the Superintendent of Financial Institutions,VU Supervisory Process Tools,"VU This initiative aims to improve supervisory processes and providing supervisors with adequate tools to support their core work (i.e. improve the quality and consistency of information, reduce duplication of work and manual activities, improve supervisory activity planning and reporting).","$17,500,000","March 31, 2021","March 31, 2021",1.9,195,8555-421-2460,"May 1, 2019",1,0
