deptAcronym,shortcode,uniqueId,department,latestProjectName,latestDescription,numOfEntries,originalBudget,latestBudget,originalBudgetSource,latestBudgetSource,originalEstimatedCompletionDate,latestEstimatedCompletionDate,originalEstimatedCompletionDateSource,latestEstimatedCompletionDateSource,budgetDelta,budgetDeltaPercentage,datesDelta,estimatedStatus,isOver10M,isOver100M
dnd,ndpr,dnd-ndpr,National Defence,Network Defence Perimeter Reference Architecture,"Network Defence Perimeter Reference Architecture will put in place architectural guidance, design packages, the corresponding product standing offers, and training for the perimeter defence of all DND networks.",1,3614000,3614000,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,0,0
dnd,nrs-esquimalt,dnd-nrs-esquimalt,National Defence,Albert Head Transceiver Replacement,Albert Head Transceiver ReQlacement - Naval Radio Station (NRS) Esguimalt & SUQQOrt Facilities will improve the ability for the CAF Maritime Pacific to exercise command & control to surface and sub-surface vessels within the Maritime Forces Pacific (MARPAC) area of responsibility. It will also enable the Regional Joint Operations Centre to leverage this upgrade for Search and Rescue operations.,1,4400000,4400000,2019,2019,2019-11-30,2019-11-30,2019,2019,,,,completed,0,0
dnd,nrs-rms,dnd-nrs-rms,National Defence,Ship/Shore High Frequency (HF) Radio Messaging System,"This project will update High Frequency receiver antenna matrices, direction finding antennas and controllers, High Frequency receivers, audio matrices, digital switches, radio control, and message handling systems and operator consoles at the two Naval Radio Stations on the east and west coasts. It will also update the equipment at the training and software integration labs.",2,4400000,4972000,2019,2022,2020-03-31,2023-06-30,2019,2022,572000,13,3.25,behind schedule,0,0
dnd,nsmu-m,dnd-nsmu-m,National Defence,Network Security Monitoring Uplift Modernization,"Network Security Monitoring Uplift - Modernization (Signals Intelligence/Electronic Warfare/Computer Network Defence Services): The project builds on Network Security Monitoring Uplift (Stabilization) project deliverables and will continue to engineer and deliver a robust monitoring ·platform to augment current in-service systems with additional monitoring. This system will'be developed in line with the Director Information Management Engineering and Integration's Cyber Security Architecture and Engineering Strategy and Service Catalogue, ensuring maximal reuse of l,::,Yic::tinn +<> lini ,,1 +,,nrl<>rrlc:: and nrnr:url'!mf'!nt VF!hir.l,::,c",1,2938000,2938000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
dnd,pegasus,dnd-pegasus,National Defence,Defence C2 Allied Interoperability - PEGASUS Services,"This project will improve DND and CAF interoperability in communications and information core capability areas (Email, chat, web, VTC and voice) and their critical enabling components such as the Secret Information Exchange Gateway.",1,9081000,9081000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
dnd,pki,dnd-pki,National Defence,Public Key Infrastructure for Mobile Devices,Public Key Infrastructure (PKll for Mobile Devices will deliver the ability to do Protected B (PKI encrypted) e-mail on a BlackBerry or other mobile device. The plan also enhances backend PKI management capabilities that will enable service providers to issue PKI credentials to users more quickly.,1,1330168,1330168,2019,2019,2019-06-30,2019-06-30,2019,2019,,,,completed,0,0
dnd,pmsc,dnd-pmsc,National Defence,Protected Military Satellite Communications,"Protected Military Satellite Communications: This project will provide the Canadian Armed Forces with a communications capability to support deployed users whether they are joint, naval, army, or air forces. This communications capability supports both the command and control by the National Command Authority of deployed operations and the command and control of in-theatre operations. It will deliver a Canadian Advanced Extremely High Frequency Military Satellite Communications System for gua""ranteed, protected, near-worldwide, secure, survivable, and virtually jam- resistant communications to deployed Canadian Armed Forces commanders and forces",1,592000000,592000000,2016,2016,2021-03-31,2021-03-31,2016,2016,,,,completed,1,1
dnd,poe-san,dnd-poe-san,National Defence,Productions and Operations Engineering Storage Area Network,"Productions and Operations Engineering (Storage Area Network): This project will allow for the establishment of an enterprise solution for back-up and archival for Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR) across the National Capital Region and regions to en.sure data protection and business r.ecovery.",1,4286000,4286000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
dnd,polar-epsilon,dnd-polar-epsilon,National Defence,Polar Epsilon 2,"Polar Epsilon 2: This project will deliver two ground-based reception facilities, a central processing facility, and a contracted Auto_matic Identification System data processing service to exploit the three RADARSAT Constellation Mission satellites launching in 2018. The Project will provide the Canadian Armed Forces with a critical capability to deliver on its core responsibility for the defence of Canada through wide-area surveillance, enhancing maritime domain awareness, and improving surveillance of the Arctic.",1,140000000,140000000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,1,1
dnd,project-firehose,dnd-project-firehose,National Defence,Project Firehose,"Project Firehose - Cyber Defence Big Data Analytics Platform Proof of Concegt will scope and procure hardware, install and test the necessary technologies, integrate log and full-packet capture sources, research and deploy machine learning algorithms, research and deploy stream processing, document build processes and lessons learned, conduct an options analysis on this technology versus the existing departmental Security Information and Event Management tool, identify expertise and training requirements, and recommend an implementation plan for particular components.",1,1766000,1766000,2019,2019,2020-08-30,2020-08-30,2019,2019,,,,completed,0,0
dnd,sarmmsrp,dnd-sarmmsrp,National Defence,Search and Rescue Mission Management System Replacement Project,"Search and Rescue Mission Management System Replacement Project: This project aims to improve the Search and Rescue Command and Control capability by modernizing its Mission Management System and its underlying supportability. It will: replace the current SARMASTER software and ha'rdware (if required); provide reliable backup site capability; provide interface capability to accept ""live data""; provide Geographic Information System capability; and, setup long term sustainability for the software.",1,34000000,34000000,2016,2016,2021-04-30,2021-04-30,2016,2016,,,,completed,1,0
dnd,sarsat-sarr,dnd-sarsat-sarr,National Defence,Search and Rescue Satellite Search and Rescue Repeater (LEOSAR),"Search and Rescue Satellite Search and Rescue Repeater (SARSAT SARR) Follow-on Project IV: The project is intended to acquire two Search and Rescue Repeater Satellite instruments for delivery to the United States for future Low Earth Orbit Search and Rescue (LEOSAR) launches, as well as one Engineering Qualificatio·n Model to be used for testing and troubleshooting before launch of the two Repeaters. The project will also acquire some test and Ancillary Equipment which includes; one Electronic Ground Suooort Eouipment one Repeater Control Unit and one mountina",1,23000000,23000000,2016,2016,2019-12-31,2019-12-31,2016,2016,,,,completed,1,0
dnd,sccmd,dnd-sccmd,National Defence,Secure Smart Phone,This project will provide a classified smart phone solution to the Canadian Special Operations Forces Command and will bridge the gap between the end-of-life of the Sectéra wireless Global System for Mobile (GSM) phone and the new secure mobile voice solution that will be developed by the Secure Command and Control Mobile Device major capital project.,2,4400000,4972000,2019,2022,2021-03-31,2023-06-30,2019,2022,572000,13,2.25,behind schedule,0,0
dnd,schp,dnd-schp,National Defence,Satellite Communications Hub Project,"Satellite Communications Hub Project: This project involves the procurement and installation of satellite communications hubs, fully supported and coordinated by-Canadian Armed Forces Military Satellite Communication Technical Authority and staff.",1,4200672,4200672,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
dnd,scnl,dnd-scnl,National Defence,Secure Communications for National Leadership,Secure Communications for National Leadership (SCNL) Project (Privy Council Office[PCO] lead); To support PCO-led projects to enhance secure communications capabilities for the Governme.nt of Canada.,1,5674188,5674188,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
